final IN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
id;company;product_series;part_number;converter_type;ac_voltage_input_min;ac_voltage_input_max;dc_voltage_input_min;dc_voltage_input_max;input_voltage_tolerance;power;is_regulated;regulation_voltage_range;efficiency;isolation_test_duration;isolation_test_unit_VDC;isolation_test_voltage_VDC;isolation_test_voltage_VAC;Isolation grade;voltage_output_1;voltage_output_2;voltage_output_3;i_out1;i_out2;i_out3;output_type;Load_regulation;Load_regulation_typ_max;Line_regulation;Accuracy;Package_Style;pin_count;mounting_type;connection_type;dimensions_unit;dimensions_length;dimensions_width;dimensions_height;protexc;protections;OVC_category;operating_temp_min;operating_temp_max;;Protection SCP;Protection OLP;Protection OVP;Protection OCP;Protection OTP;;Certification EN 60950-1;Certification UL 60950-1;Certification EN 50155;Certification EN 60601-1;Certification UL 60601-1;Certification EN 61010-1;Certification EN 61347-1;Certification EN 60601-1-2;Certification EN 60335-1;Certification EN 62368-1;Certification UL 62368-1;Certification IEC 60950-1
71;recom;RAC02E-K/277;RAC02E-12SK/277;AC/DC;85;305;;;;2;1;;73;60;VAC;4000;;;12;;;0,167;;;Single;;;;;;4;PCB Mount;THT;mm;33,7;22,2;15,4;UL62368-1,ENIEC62368-1,EN61558-1,EN61558-2-16,EN55032,EN55035,EN55014-1,EN55014-2,EN61204-3,FCCPart15;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
72;recom;RAC02E-K/277;RAC02E-15SK/277;AC/DC;85;305;;;;2;1;;75;60;VAC;4000;;;15;;;0,133;;;Single;;;;;;4;PCB Mount;THT;mm;33,7;22,2;15,4;UL62368-1,IEC62368-1,EN62368-1,IEC61558-1,EN61558-1,ENIEC60335-1;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
73;recom;RAC02E-K/277;RAC02E-24SK/277;AC/DC;85;305;;;;2;1;;;60;VAC;4000;;;24;;;0,083;;;Single;;;;;;4;PCB Mount;THT;mm;33,7;22,2;15,4;UL62368-1,CAN/CSAC22.2No.62368-1,ENIEC62368-1,EN61558-1,EN61558-2-16,ENIEC60335-1;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
74;recom;RAC02E-K/277;RAC02E-3.3SK/277;AC/DC;85;305;;;;2;1;;68;60;VAC;4000;;;3,3;;;0,6;;;Single;;;;;;4;PCB Mount;THT;mm;33,7;22,2;15,4;UL62368-1,EN62368-1,IEC62368-1,EN61558-1,IEC61558-2-16,EN55032,EN55035;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
75;recom;REE;REE-0505S;DC/DC;;;5;5;10;1;0;;76;1;VDC;1000;;;5;;;0,2;;;Single;;;;;;4;PCB Mount;THT;mm;19,6;6;10,2;UL60950-1,CAN/CSA-C22.2No60950-1,IEC/EN60950-1;;;-40;85;;;;;;;;;;;;;;;;;;;
76;recom;REE;REE-0505S;DC/DC;;;5;5;10;1;0;;76;60;VAC;500;;;5;;;0,2;;;Single;;;;;;4;PCB Mount;THT;mm;19,6;6;10,2;UL60950-1,CAN/CSA-C22.2No60950-1,IEC/EN60950-1;;;-40;85;;;;;;;;;;;;;;;;;;;
77;recom;RP100H-RW;RP100H-11005SRW/N;DC/DC;;;43;160;;100;1;04:01;93;60;VAC;3000;;;5;;;;;;;;;;;;9;PCB Mount;THT;mm;61;57,9;12,7;EN50155,IEC/EN60950-1,UL60950-1;Short Circuit Protection,Over Voltage Protection,Over Load Protection,Over Temperature Protection;;-40;85;;;;;;;;;;;;;;;;;;;
78;recom;RP100H-RW;RP100H-11005SRW;DC/DC;;;43;160;;100;1;04:01;93;60;VAC;3000;;;5;;;20;;;Single;;;;;;9;PCB Mount;THT;mm;61;57,9;12,7;EN50155,IEC/EN60950-1,UL60950-1;Short Circuit Protection,Over Voltage Protection,Over Load Protection,Over Temperature Protection;;-40;85;;;;;;;;;;;;;;;;;;;
79;recom;RP100H-RW;RP100H-11005SRW;DC/DC;;;43;160;;100;1;04:01;93;60;VAC;3000;;;5;;;20;;;Single;;;;;;9;PCB Mount;THT;mm;61;57,9;12,7;EN50155,IEC/EN60950-1,UL60950-1;Short Circuit Protection,Over Voltage Protection,Over Load Protection,Over Temperature Protection;;-40;85;;;;;;;;;;;;;;;;;;;
80;recom;RP100H-RW;RP100H-11005SRW;DC/DC;;;43;160;;100;1;04:01;93;60;VAC;3000;;;5;;;20;;;Single;;;;;;9;PCB Mount;THT;mm;61;57,9;12,7;EN50155,IEC/EN60950-1,UL60950-1;Short Circuit Protection,Over Voltage Protection,Over Load Protection,Over Temperature Protection;;-40;85;;;;;;;;;;;;;;;;;;;
81;recom;RP100H-RW;RP100H-11015SRW;DC/DC;;;43;160;;100;1;04:01;91;60;VDC;2250;;;15;;;6,7;;;Single;;;;;;9;PCB Mount;THT;mm;61;57,9;12,7;EN50155,IEC/EN60950-1,UL60950-1;Short Circuit Protection,Over Voltage Protection,Over Load Protection,Over Temperature Protection;;-40;85;;;;;;;;;;;;;;;;;;;
82;recom;RP100H-RW;RP100H-11005SRW;DC/DC;;;43;160;;100;1;04:01;93;60;VAC;3000;;;15;;;6,7;;;Single;;;;;;9;PCB Mount;THT;mm;61;57,9;12,7;EN50155,IEC/EN60950-1,UL60950-1;Short Circuit Protection,Over Voltage Protection,Over Load Protection,Over Temperature Protection;;-40;85;;;;;;;;;;;;;;;;;;;
83;recom;RP100H-RW;RP100H-11015SRW/P;DC/DC;;;43;160;;100;1;04:01;91;60;VAC;3000;;;15;;;;;;;;;;;;9;PCB Mount;THT;mm;61;57,9;12,7;EN50155,IEC/EN60950-1,UL60950-1;Short Circuit Protection,Over Voltage Protection,Over Load Protection,Over Temperature Protection;;-40;85;;;;;;;;;;;;;;;;;;;
84;recom;RP100H-RW;RP100H-11015SRW/P-HC;DC/DC;;;43;160;;100;1;04:01;91;60;VAC;3000;;;15;;;;;;;;;;;;9;PCB Mount;THT;mm;61;57,9;24,13;EN50155,IEC/EN60950-1,UL60950-1;Short Circuit Protection,Over Voltage Protection,Over Load Protection,Over Temperature Protection;;-40;85;;;;;;;;;;;;;;;;;;;
85;recom;RP100H-RW;RP100H-2405SRW;DC/DC;;;9;36;;100;1;04:01;93;60;VDC;2250;;;5;;;20;;;Single;;;;;;9;PCB Mount;THT;mm;61;57,9;12,7;EN50155,IEC/EN60950-1,UL60950-1;Short Circuit Protection,Over Voltage Protection,Over Load Protection,Over Temperature Protection;;-40;85;;;;;;;;;;;;;;;;;;;
86;recom;RP100H-RW;RP100H-2405SRW;DC/DC;;;9;36;;100;1;04:01;93;60;VDC;2250;;;5;;;20;;;Single;;;;;;9;PCB Mount;THT;mm;61;57,9;12,7;EN50155,IEC/EN60950-1,UL60950-1;Short Circuit Protection,Over Voltage Protection,Over Load Protection,Over Temperature Protection;;-40;85;;;;;;;;;;;;;;;;;;;
87;recom;RP100H-RW;RP100H-2405SRW;DC/DC;;;9;36;;100;1;;93;60;VDC;2250;;;5;;;20;;;Single;;;;;;9;PCB Mount;THT;mm;61;57,9;12,7;EN50155,IEC/EN60950-1,UL60950-1;Short Circuit Protection,Over Voltage Protection,Over Load Protection,Over Temperature Protection;;-40;85;;;;;;;;;;;;;;;;;;;
88;recom;RP100H-RW;RP100H-2405SRW;DC/DC;;;9;36;;100;1;04:01;93;60;VDC;2250;;;5;;;20;;;Single;;;;;;9;PCB Mount;THT;mm;61;57,9;12,7;EN50155,IEC/EN60950-1,UL60950-1;Short Circuit Protection,Over Voltage Protection,Over Load Protection,Over Temperature Protection;;-40;85;;;;;;;;;;;;;;;;;;;
89;recom;RP100H-RW;RP100H-2415SRW;DC/DC;;;9;36;;100;1;04:01;91;60;VDC;2250;;;15;;;6,7;;;Single;;;;;;9;PCB Mount;THT;mm;61;57,9;12,7;EN50155,IEC/EN60950-1,UL60950-1;Short Circuit Protection,Over Voltage Protection,Over Load Protection,Over Temperature Protection;;-40;85;;;;;;;;;;;;;;;;;;;
90;recom;RP100H-RW;RP100H-2415SRW;DC/DC;;;9;36;;100;1;04:01;93;60;VDC;2250;;;15;;;6,7;;;Single;;;;;;9;PCB Mount;THT;mm;61;57,9;12,7;EN50155,IEC/EN60950-1,UL60950-1;Short Circuit Protection,Over Voltage Protection,Over Load Protection,Over Temperature Protection;;-40;85;;;;;;;;;;;;;;;;;;;
91;recom;RP100H-RW;RP100H-2415SRW;DC/DC;;;9;36;;100;1;04:01;91;60;VDC;2250;;;15;;;6,7;;;Single;;;;;;9;PCB Mount;THT;mm;61;57,9;12,7;EN50155,IEC/EN60950-1,UL60950-1;Short Circuit Protection,Over Voltage Protection,Over Load Protection,Over Temperature Protection;;-40;85;;;;;;;;;;;;;;;;;;;
92;recom;RAC02-SE/277;RAC02-05SE/277;AC/DC;85;305;;;;2;1;;70;60;VAC;3000;;;5;;;0,4;;;Single;;;;;;4;PCB Mount;THT;mm;33,7;22,2;17,75;UL60950-1,EN60950-1,IEC60950-1,EN60335-1,EN55032,EN55024;Short Circuit Protection,Over Voltage Protection;;-40;85;;;;;;;;;;;;;;;;;;;
93;recom;RAC02-SE/277;RAC02-12SE/277;AC/DC;85;305;;;;2;1;;;60;VAC;3000;;;12;;;0,167;;;Single;;;;;;4;PCB Mount;THT;mm;33,7;22,2;17,75;IEC60950-1,EN60950-1,UL60950-1,EN60335-1,EN55032,EN55024,EN55014;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;85;;;;;;;;;;;;;;;;;;;
94;recom;RAC02-SE/277;RAC02-24SE/277;AC/DC;85;305;;;;2;1;;76;60;VAC;3000;;;24;;;0,083;;;Single;;;;;;4;PCB Mount;THT;mm;33,7;22,2;17,75;IEC60950-1,EN60950-1,UL60950-1,EN60335-1,EN55032,EN55024,EN55014;Short Circuit Protection,Over Voltage Protection;;-40;85;;;;;;;;;;;;;;;;;;;
95;recom;RAC02-SE/277;RAC02-3.3SE/277;AC/DC;85;305;;;;2;1;;67;60;VAC;3000;;;3,3;;;0,6;;;Single;;;;;;4;PCB Mount;THT;mm;33,7;22,2;17,75;IEC60950-1,EN60950-1,UL60950-1,EN60335-1,EN55032,EN55024,EN55014;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;85;;;;;;;;;;;;;;;;;;;
96;recom;RACM90-K;RACM90-12SK/ENC;AC/DC;85;264;;;;90;1;;87;60;VAC;4000;;;12;;;7,5;;;Single;;;;;;4;PCB Mount;Terminal;mm;118,3;62,7;38,7;ANSI/AAMIES60601-1Ed.3.1,CSA/CAN-C22.2No.60601-1:14,IEC/EN60601-1,IEC62368-1,IEC/EN60335-1,IEC/EN61558-2-16,IEC/EN61558-1;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
97;recom;RACM90-K;RACM90-12SK/OF;AC/DC;85;264;;;;90;1;;87;60;VAC;4000;;;12;;;7,5;;;Single;;;;;;4;PCB Mount;Terminal;mm;101,6;50,8;32;ANSI/AAMIES60601-1Ed.3.1,CSA/CAN-C22.2No.60601-1:14,IEC/EN60601-1,IEC62368-1,IEC/EN60335-1,IEC/EN61558-2-16,IEC/EN61558-1;Short Circuit Protection (SCP),Over Voltage Protection (OVP),Over Current Protection (OCP);;-40;90;;;;;;;;;;;;;;;;;;;
98;recom;RACM90-K;RACM90-15SK/ENC;AC/DC;85;264;;;;90;1;;;60;VAC;4000;;;15;;;6;;;Single;;;;;;4;PCB Mount;Terminal;mm;118,3;62,7;38,7;ANSI/AAMIES60601-1Ed.3.1,CSA/CAN-C22.2No.60601-1:14,IEC/EN60601-1,IEC62368-1,IEC/EN60335-1,IEC/EN61558-2-16,IEC/EN61558-1;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
99;recom;RACM90-K;RACM90-15SK/OF;AC/DC;85;264;;;;90;1;;89;60;VAC;4000;;;15;;;6;;;Single;;;;;;4;PCB Mount;THT;mm;101,6;50,8;32;ANSI/AAMIES60601-1Ed.3.1,CSA/CAN-C22.2No.60601-1:14,IEC/EN60601-1,IEC62368-1,IEC/EN60335-1,IEC/EN61558-2-16,IEC/EN61558-1;Short Circuit Protection (SCP),Over Voltage Protection (OVP),Over Current Protection (OCP);;-40;90;;;;;;;;;;;;;;;;;;;
100;recom;RACM90-K;RACM90-24SK/ENC;AC/DC;85;264;;;;90;1;;89;60;VAC;4000;;;24;;;3,75;;;Single;;;;;;4;PCB Mount;Terminal;mm;118,3;62,7;38,7;ANSI/AAMIES60601-1Ed.3.1,CSA/CAN-C22.2No.60601-1:14,IEC/EN60601-1,IEC62368-1,IEC/EN60335-1,IEC/EN61558-2-16,IEC/EN61558-1;Short Circuit Protection (SCP),Over Voltage Protection (OVP),Over Current Protection (OCP);;-40;90;;;;;;;;;;;;;;;;;;;
101;recom;RACM90-K;RACM90-24SK/OF;AC/DC;85;264;;;;90;1;;89;60;VAC;4000;;;24;;;3,75;;;Single;;;;;;4;PCB Mount;Terminal;mm;101,6;50,8;32;ANSI/AAMIES60601-1Ed.3.1,CSA/CAN-C22.2No.60601-1:14,IEC/EN60601-1,IEC62368-1,IEC/EN60335-1,IEC/EN61558-2-16,IEC/EN61558-1;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
102;recom;RACM90-K;RACM90-36SK/ENC;AC/DC;85;264;;;;90;1;;90;60;VAC;4000;;;36;;;2,5;;;Single;;;;;;4;PCB Mount;Terminal;mm;118,3;62,7;38,7;ANSI/AAMIES60601-1Ed.3.1,IEC62368-1,IEC/EN60335-1,IEC/EN61558-2-16,IEC/EN61558-1;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
103;recom;RACM90-K;RACM90-36SK/OF;AC/DC;85;264;;;;90;1;;90;60;VAC;4000;;;36;;;2,5;;;Single;;;;;;4;PCB Mount;THT;mm;101,6;50,8;32;ANSI/AAMIES60601-1Ed.3.1,CSA/CAN-C22.2No.60601-1:14,IEC/EN60601-1,IEC62368-1,IEC/EN60335-1,IEC/EN61558-2-16,IEC/EN61558-1;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
104;recom;RACM90-K;RACM90-48SK/ENC;AC/DC;85;264;;;;90;1;;90;60;VAC;4000;;;48;;;1,87;;;Single;;;;;;4;PCB Mount;Terminal;mm;118,3;62,7;38,7;ANSI/AAMIES60601-1Ed.3.1,CSA/CAN-C22.2No.60601-1:14,IEC/EN60601-1,IEC62368-1,IEC/EN60335-1,IEC/EN61558-2-16,IEC/EN61558-1;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
105;recom;RACM90-K;RACM90-48SK/OF;AC/DC;85;264;;;;90;1;;90;60;VAC;4000;;;48;;;1,87;;;Single;;;;;;4;PCB Mount;THT;mm;101,6;50,8;32;ANSI/AAMIES60601-1Ed.3.1,IEC/EN60601-1,IEC62368-1,IEC/EN60335-1,IEC/EN61558-2-16,IEC/EN61558-1;Short Circuit Protection,Over Voltage Protection,Over Current Protection;;-40;90;;;;;;;;;;;;;;;;;;;
106;recom;RYK;RYK-0505S/H;DC/DC;;;5;5;10;1;1;01:01;81;1;VDC;4000;;;5;;;0,2;;;Single;;;;;;4;PCB Mount;THT;mm;19,6;6;10,2;UL62368-1,IEC62368-1,EN62368-1;;;-40;105;;;;;;;;;;;;;;;;;;;
107;recom;RYK;RYK-053.3S/H;DC/DC;;;4,5;5,5;;1;1;01:01;75;1;VDC;4000;;;3,3;;;0,303;;;Single;;;;;;4;;THT;mm;19,6;6;10,2;UL62368-1,IEC62368-1,EN62368-1;;;-40;105;;;;;;;;;;;;;;;;;;;
108;recom;RP;RP-0505D;DC/DC;;;4,5;5,5;10;1;0;;75;1;VDC;5200;;;5;-5;;0,1;0,1;;Dual;;;;;;5;PCB Mount;THT;mm;19,65;7,05;10,2;UL60950-1,CSA/CANC22.2No.60950-1-07,IEC/EN60950-1;;;-40;85;;;;;;;;;;;;;;;;;;;
109;recom;RP;RP-0505D;DC/DC;;;4,5;5,5;10;1;0;;75;60;VAC;2000;;;5;-5;;0,1;0,1;;Dual;;;;;;5;PCB Mount;THT;mm;19,65;7,05;10,2;UL60950-1,CSA/CANC22.2No.60950-1-07,IEC/EN60950-1;;;-40;85;;;;;;;;;;;;;;;;;;;
110;recom;RP;RP-0505D/P;DC/DC;;;5;5;;1;0;;74;1;VDC;5200;;;5;-5;;0,1;0,1;;Dual;;;;;;5;PCB Mount;THT;mm;19,65;7,05;10,2;UL60950-1,CSA/CANC22.2No.60950-1-07,IEC/EN60950-1;Continuous short circuit protection;;-40;85;;;;;;;;;;;;;;;;;;;
111;recom;RP;RP-0505S;DC/DC;;;5;5;;1;0;;70;1;VDC;5200;;;5;;;0,2;;;Single;;;;;;5;PCB Mount;THT;mm;19,65;7,05;10,2;UL60950-1,CSA/CANC22.2No.60950-1-07,IEC/EN60950-1;;;-40;85;;;;;;;;;;;;;;;;;;;
112;recom;RP;RP-0505S/P;DC/DC;;;5;5;;1;0;;;1;VDC;5200;;;5;;;;;;Single;;;;;;5;PCB Mount;THT;mm;19,65;7,05;10,2;UL60950-1,CSA/CANC22.2No.60950-1-07,IEC/EN60950-1;;;;;;;;;;;;;;;;;;;;;;;
113;recom;RP;RP-0505S/P/X2;DC/DC;;;5;5;10;1;0;;70;1;VDC;5200;;;5;;;0,2;;;Single;;;;;;5;PCB Mount;THT;mm;19,65;7,05;10,2;UL60950-1,CSA/CANC22.2No.60950-1-07,IEC/EN60950-1,EN55032;;;-40;85;;;;;;;;;;;;;;;;;;;
114;recom;RP;RP-0505S/X2;DC/DC;;;5;5;10;1;0;;70;1;VDC;5200;;;5;;;0,2;;;Single;;;;;;5;PCB Mount;THT;mm;19,65;7,05;10,2;UL60950-1,CSA/CANC22.2No.60950-1-07,IEC/EN60950-1;Short circuit (1 second);;-40;85;;;;;;;;;;;;;;;;;;;
115;recom;RP;RP-0509D;DC/DC;;;5;5;;1;;;75;1;VDC;5200;;;9;-9;;0,056;0,056;;Dual;;;;;;5;PCB Mount;THT;mm;19,65;7,05;10,2;UL60950-1,CSA/CANC22.2No.60950-1-07,IEC/EN60950-1;;;-40;85;;;;;;;;;;;;;;;;;;;
116;recom;RP;RP-0509D/P;DC/DC;;;5;5;10;1;0;;75;1;VDC;5200;;;9;-9;;0,056;0,056;;Dual;;;;;;5;PCB Mount;THT;mm;19,65;7,05;10,2;UL60950-1,CSA/CANC22.2No.60950-1-07,IEC/EN60950-1;Continuous short circuit protection;;-40;85;;;;;;;;;;;;;;;;;;;
117;recom;RP;RP-0509S;DC/DC;;;5;5;;1;;;75;1;VDC;5200;;;9;;;0,111;;;Single;;;;;;5;PCB Mount;THT;mm;19,65;7,05;10,2;UL60950-1,CSA/CANC22.2No.60950-1-07,IEC/EN60950-1;;;-40;85;;;;;;;;;;;;;;;;;;;
118;recom;RP;RP-0509S/P;DC/DC;;;5;5;;1;0;;75;1;VDC;5200;;;9;;;0,111;;;Single;;;;;;5;PCB Mount;THT;mm;19,65;7,05;10,2;UL60950-1,CSA/CANC22.2No.60950-1-07,IEC/EN60950-1,EN55032;Continuous short circuit protection;;-40;85;;;;;;;;;;;;;;;;;;;
119;recom;RP;RP-0509S/P/X2;DC/DC;;;5;5;;1;0;;75;1;VDC;5200;;;9;;;0,111;;;Single;;;;;;5;PCB Mount;THT;mm;19,65;7,05;10,2;UL60950-1,CSA/CANC22.2No.60950-1-07,IEC/EN60950-1,EN55032;;;-40;85;;;;;;;;;;;;;;;;;;;
120;recom;RP;RP-0509S/P/X2;DC/DC;;;5;5;;1;0;;75;60;VAC;2000;;;9;;;0,111;;;Single;;;;;;5;PCB Mount;THT;mm;19,65;7,05;10,2;UL60950-1,CSA/CANC22.2No.60950-1-07,IEC/EN60950-1,EN55032;;;-40;85;;;;;;;;;;;;;;;;;;;
121;recom;RP;RP-0509S/X2;DC/DC;;;4,5;5,5;;1;0;;75;1;VDC;5200;;;9;;;0,111;;;Single;;;;;;5;PCB Mount;THT;mm;19,65;7,05;10,2;UL60950-1,CSA/CANC22.2No.60950-1-07,IEC/EN60950-1;;;-40;85;;;;;;;;;;;;;;;;;;;
122;recom;RP;RP-0512D;DC/DC;;;5;5;;1;;;;1;VDC;5200;;;12;-12;;;;;Dual;;;;;;5;PCB Mount;THT;mm;19,65;7,05;10,2;UL60950-1,CSA/CANC22.2No.60950-1-07,IEC/EN60950-1;;;-40;85;;;;;;;;;;;;;;;;;;;
123;recom;RP;RP-0512D/P;DC/DC;;;4,5;5,5;10;1;0;;79;1;VDC;5200;;;12;-12;;0,042;0,042;;Dual;;;;;;5;PCB Mount;THT;mm;19,65;7,05;10,2;UL60950-1,CSA/CANC22.2No.60950-1-07,IEC/EN60950-1;continuous short circuit protection;;-40;85;;;;;;;;;;;;;;;;;;;
124;recom;RP;RP-0512D/P;DC/DC;;;4,5;5,5;10;1;0;;79;60;VAC;2000;;;12;-12;;0,042;0,042;;Dual;;;;;;5;PCB Mount;THT;mm;19,65;7,05;10,2;UL60950-1,CSA/CANC22.2No.60950-1-07,IEC/EN60950-1;continuous short circuit protection;;-40;85;;;;;;;;;;;;;;;;;;;
125;recom;RP;RP-0512S;DC/DC;;;5;5;;1;;;75;1;VDC;5200;;;12;;;0,084;;;Single;;;;;;5;PCB Mount;THT;mm;19,65;7,05;10,2;UL60950-1,CSA/CANC22.2No.60950-1-07,IEC/EN60950-1,EN55032;Short Circuit Protection (Optional);;-40;85;;;;;;;;;;;;;;;;;;;
126;recom;R1DX;R1DX-0505-R;DC/DC;;;4,5;5,5;10;1;0;;78;1;VDC;1000;;;5;-5;;0,1;0,1;;Dual;;;;;;6;PCB Mount;SMD;mm;15,24;11,1;8;IEC/EN62368-1,UL62368-1,IEC/EN60950-1,UL60950-1,EN55032,EN55024;;;-40;95;;;;;;;;;;;;;;;;;;;
127;recom;R1DX;R1DX-0505-Tray;DC/DC;;;4,5;5,5;10;1;0;;78;1;VDC;1000;;;5;-5;;0,1;0,1;;Dual;;;;;;6;PCB Mount;SMD;mm;15,24;11,1;8;UL62368-1,IEC62368-1,EN62368-1,UL60950-1,IEC60950-1,EN60950-1,EN55032,EN55024;;;-40;95;;;;;;;;;;;;;;;;;;;
128;recom;R1DX;R1DX-0505/H-R;DC/DC;;;4,5;5,5;10;1;;;78;1;VDC;3000;;;5;-5;;0,1;0,1;;Dual;;;;;;6;PCB Mount;SMD;mm;15,24;11,1;8;UL60950-1,UL62368-1,EN60950-1,EN62368-1,IEC60950-1,IEC62368-1;;;-40;95;;;;;;;;;;;;;;;;;;;
129;recom;R1DX;R1DX-0505/H-Tray;DC/DC;;;5;5;;1;0;;;1;VDC;3000;;;5;-5;;0,1;0,1;;Dual;;;;;;6;PCB Mount;SMD;mm;15,24;11,1;8;UL62368-1,EN62368-1,IEC62368-1,UL60950-1,EN60950-1,IEC60950-1,EN55032,EN55024;;;-40;95;;;;;;;;;;;;;;;;;;;
130;recom;R1DX;R1DX-0509-R;DC/DC;;;4,5;5,5;10;1;0;;78;1;VDC;1000;;;9;-9;;0,056;0,056;;Dual;;;;;;6;PCB Mount;SMD;mm;15,24;11,1;8;UL62368-1,IEC62368-1,EN62368-1,UL60950-1,IEC60950-1,EN60950-1,EN55032,EN55024;;;-40;95;;;;;;;;;;;;;;;;;;;
131;recom;R1DX;R1DX-0509-Tray;DC/DC;;;5;5;;1;;;78;1;VDC;1000;;;9;-9;;0,056;0,056;;Dual;;;;;;6;PCB Mount;SMD;mm;15,24;11,1;8;UL62368-1,IEC62368-1,EN62368-1,UL60950-1,IEC60950-1,EN60950-1,EN55032,EN55024;;;-40;95;;;;;;;;;;;;;;;;;;;
132;recom;R1DX;R1DX-0509/H-R;DC/DC;;;5;5;;1;0;;78;1;VDC;3000;;;9;-9;;0,056;0,056;;Dual;;;;;;6;PCB Mount;SMD;mm;15,24;11,1;8;UL62368-1,IEC62368-1,EN62368-1,UL60950-1,IEC60950-1,EN60950-1,EN55032,EN55024;;;-40;95;;;;;;;;;;;;;;;;;;;
133;recom;R1DX;R1DX-0509/H-Tray;DC/DC;;;5;5;;1;;;78;1;VDC;3000;;;9;-9;;0,056;0,056;;Dual;;;;;;6;PCB Mount;SMD;mm;15,24;11,1;8;UL62368-1,IEC62368-1,EN62368-1,UL60950-1,IEC60950-1,EN60950-1;;;-40;95;;;;;;;;;;;;;;;;;;;
134;recom;R1DX;R1DX-0512-R;DC/DC;;;4,5;5,5;10;1;0;;80;1;VDC;1000;;;12;-12;;0,042;0,042;;Dual;;;;;;6;PCB Mount;SMD;mm;15,24;11,1;8;UL62368-1,IEC62368-1,EN62368-1,UL60950-1,IEC60950-1,EN60950-1,EN55032,EN55024;;;-40;95;;;;;;;;;;;;;;;;;;;
135;recom;R1DX;R1DX-0512-Tray;DC/DC;;;4,5;5,5;;1;0;;80;1;VDC;1000;;;12;-12;;0,042;0,042;;Dual;;;;;;6;PCB Mount;SMD;mm;15,24;11,1;8;UL62368-1,IEC62368-1,EN62368-1,UL60950-1,IEC60950-1,EN60950-1;;;-40;95;;;;;;;;;;;;;;;;;;;
136;recom;R1DX;R1DX-0512/H-R;DC/DC;;;5;5;;1;;;;1;VDC;3000;;;12;-12;;;;;Dual;;;;;;6;PCB Mount;SMD;mm;15,24;11,1;8;UL62368-1,IEC62368-1,EN62368-1,UL60950-1,IEC60950-1,EN60950-1,EN55032,EN55024;;;-40;95;;;;;;;;;;;;;;;;;;;
137;recom;R1DX;R1DX-0512/H-Tray;DC/DC;;;5;5;;1;;;;1;VDC;3000;;;12;-12;;;;;Dual;;;;;;6;PCB Mount;SMD;mm;15,24;11,1;8;IEC/EN/UL62368-1,IEC/EN/UL60950-1,EN55032,EN55024;;;-40;95;;;;;;;;;;;;;;;;;;;
138;recom;R1DX;R1DX-0515-R;DC/DC;;;4,5;5,5;10;1;0;;80;1;VDC;1000;;;15;-15;;0,033;0,033;;Dual;;;;;;6;PCB Mount;SMD;mm;15,24;11,1;8;UL62368-1,EN62368-1,IEC62368-1,UL60950-1,EN60950-1,IEC60950-1,EN55032,EN55024;;;-40;95;;;;;;;;;;;;;;;;;;;
139;recom;R1DX;R1DX-0515-Tray;DC/DC;;;5;5;;1;;;;1;VDC;1000;;;15;-15;;;;;Dual;;;;;;6;PCB Mount;SMD;;;;;IEC/EN/UL62368-1,IEC/EN/UL60950-1,EN55032,EN55024;;;-40;95;;;;;;;;;;;;;;;;;;;
140;recom;R1DX;R1DX-0515/H-R;DC/DC;;;5;5;;1;;;80;1;VDC;3000;;;15;-15;;0,033;0,033;;Dual;;;;;;6;PCB Mount;SMD;mm;15,24;11,1;8;UL62368-1,IEC62368-1,EN62368-1,EN60950-1,UL60950-1,IEC60950-1;;;-40;95;;;;;;;;;;;;;;;;;;;
141;recom;RAC10-K/277;RAC10-05SK/277;AC/DC;85;305;;;;10;1;;82;60;VAC;4000;;;5;;;2;;;Single;;;;;;4;PCB Mount;THT;mm;52,5;27,4;23;UL62368-1,CSAC22.2No.62368-1-14,IEC/EN60950-1,IEC/EN60335-1,IEC/EN62368-1,EN62233,EN62477-1;Short Circuit Protection,Over Voltage Protection,Over Load Protection;;-40;80;;;;;;;;;;;;;;;;;;;
